Date,Meal Time,Expected Diners,Actual Diners,Food Prepared (kg),Food Consumed (kg),Portion Size (g),Food Waste (kg),Special Event,Satisfaction Score,Waste Feedback,Surplus Food (kg),Food Distributed (kg),Weather,Suggestions
2024-08-26,Lunch,157,152,38.36,28.57,268,9.79,No Event,3,High Waste,4.34,3.91,Windy,Reduce portion size by 10-20% for the next meal.
2024-11-07,Lunch,164,167,44.75,37.06,296,7.69,Staff Meeting,1,High Waste,3.95,2.87,Rainy,Reduce portion size by 10-20% for the next meal.
2024-10-19,Dinner,222,231,33.42,29.69,323,3.73,Holiday,3,Moderate Waste,2.26,1.51,Windy,Portion sizes seem optimal; continue as is.
2024-08-11,Dinner,207,199,41.91,28.61,218,13.3,No Event,1,Moderate Waste,3.35,2.4,Sunny,Consider changing the menu or improving food quality.
2024-03-18,Lunch,183,169,42.76,32.85,256,9.91,Sports Day,1,Moderate Waste,1.61,0.98,Cloudy,Consider changing the menu or improving food quality.
2024-07-11,Dinner,208,225,49.17,48.27,276,0.9,Holiday,4,Moderate Waste,0.28,0.27,Cloudy,Portion sizes seem optimal; continue as is.
2024-04-08,Dinner,186,176,40.74,39.08,314,1.66,Holiday,3,Minimal Waste,4.35,2.21,Sunny,Portion sizes seem optimal; continue as is.
2024-10-14,Lunch,160,154,34.08,28.17,299,5.91,No Event,2,Moderate Waste,4.88,1.77,Windy,Consider changing the menu or improving food quality.
2024-08-07,Dinner,205,216,33.68,26.23,270,7.45,Holiday,3,Moderate Waste,4.85,0.68,Sunny,Portion sizes seem optimal; continue as is.
2024-07-28,Dinner,248,259,36.84,25.95,232,10.89,No Event,1,High Waste,0.23,0.14,Sunny,Reduce portion size by 10-20% for the next meal.
2024-10-22,Dinner,208,188,33.18,31.32,210,1.86,Sports Day,3,Minimal Waste,4.39,3.27,Rainy,Increase portions slightly for high energy consumption.
2024-02-23,Breakfast,108,127,31.64,29.16,247,2.48,Staff Meeting,4,Moderate Waste,3.26,2.35,Windy,Portion sizes seem optimal; continue as is.
2024-09-05,Lunch,189,176,40.73,40.1,294,0.63,Sports Day,5,Moderate Waste,4.0,2.59,Cloudy,Increase portions slightly for high energy consumption.
2024-06-21,Lunch,170,161,34.38,26.9,289,7.48,Staff Meeting,1,Moderate Waste,0.21,0.14,Sunny,Consider changing the menu or improving food quality.
2024-11-07,Breakfast,139,126,49.75,35.67,224,14.08,No Event,4,Moderate Waste,0.29,0.28,Windy,Portion sizes seem optimal; continue as is.
2024-04-01,Lunch,184,182,48.11,47.67,235,0.44,Holiday,4,Minimal Waste,1.64,1.42,Cloudy,Portion sizes seem optimal; continue as is.
2024-10-18,Dinner,198,200,31.47,30.16,319,1.31,Staff Meeting,3,Minimal Waste,4.64,2.95,Rainy,Consider offering warm food options.
2024-02-07,Breakfast,116,123,45.36,27.16,208,18.2,Holiday,2,Minimal Waste,2.96,1.89,Sunny,Consider changing the menu or improving food quality.
2024-10-25,Dinner,201,185,36.49,26.86,246,9.63,Sports Day,1,Minimal Waste,2.21,1.91,Sunny,Consider changing the menu or improving food quality.
2024-02-15,Dinner,210,200,34.45,25.8,282,8.65,Staff Meeting,2,Minimal Waste,0.53,0.28,Windy,Consider changing the menu or improving food quality.
2024-05-04,Dinner,249,238,31.4,26.9,247,4.5,Sports Day,1,High Waste,2.88,1.0,Sunny,Reduce portion size by 10-20% for the next meal.
2024-05-31,Dinner,192,181,45.42,36.89,210,8.53,Staff Meeting,2,High Waste,4.03,1.29,Rainy,Reduce portion size by 10-20% for the next meal.
2024-05-19,Lunch,189,207,38.26,29.32,254,8.94,Staff Meeting,1,High Waste,2.65,1.08,Windy,Reduce portion size by 10-20% for the next meal.
2024-10-12,Dinner,194,214,48.5,37.21,273,11.29,Staff Meeting,5,High Waste,1.58,0.37,Rainy,Reduce portion size by 10-20% for the next meal.
2024-08-22,Dinner,249,234,34.63,28.96,231,5.67,Sports Day,1,Moderate Waste,4.48,3.65,Windy,Consider changing the menu or improving food quality.
2024-09-01,Breakfast,112,98,35.81,31.94,187,3.87,Staff Meeting,5,High Waste,1.05,0.64,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-07-18,Breakfast,106,87,30.34,25.3,203,5.04,Staff Meeting,4,High Waste,4.48,2.46,Rainy,Reduce portion size by 10-20% for the next meal.
2024-01-02,Breakfast,120,121,40.95,40.73,200,0.22,No Event,4,Minimal Waste,0.97,0.45,Windy,Portion sizes seem optimal; continue as is.
2024-09-29,Lunch,192,211,44.62,30.04,267,14.58,Sports Day,5,Minimal Waste,0.7,0.15,Rainy,Increase portions slightly for high energy consumption.
2024-05-06,Dinner,195,208,32.37,27.06,276,5.31,Holiday,3,Moderate Waste,1.19,0.68,Cloudy,Portion sizes seem optimal; continue as is.
2024-07-19,Dinner,224,225,31.72,28.08,297,3.64,Holiday,2,Minimal Waste,1.71,1.17,Cloudy,Consider changing the menu or improving food quality.
2024-07-22,Lunch,191,180,48.18,27.8,263,20.38,No Event,3,Moderate Waste,3.32,1.81,Cloudy,Portion sizes seem optimal; continue as is.
2024-10-15,Breakfast,132,144,43.27,35.15,225,8.12,Holiday,2,Moderate Waste,4.09,0.21,Windy,Consider changing the menu or improving food quality.
2024-10-22,Lunch,179,187,45.41,32.46,295,12.95,Holiday,4,High Waste,2.59,0.15,Windy,Reduce portion size by 10-20% for the next meal.
2024-10-07,Dinner,226,218,46.88,27.22,226,19.66,Sports Day,5,Minimal Waste,3.93,2.43,Sunny,Increase portions slightly for high energy consumption.
2024-01-16,Lunch,158,148,32.01,29.78,283,2.23,No Event,3,Minimal Waste,3.86,2.94,Windy,Portion sizes seem optimal; continue as is.
2024-09-15,Dinner,216,214,44.63,31.3,216,13.33,Staff Meeting,3,High Waste,3.09,1.63,Rainy,Reduce portion size by 10-20% for the next meal.
2024-08-23,Dinner,187,190,48.8,35.16,203,13.64,Staff Meeting,2,Minimal Waste,0.24,0.16,Rainy,Consider changing the menu or improving food quality.
2024-07-21,Dinner,204,190,49.59,38.62,208,10.97,Holiday,2,Moderate Waste,2.12,1.51,Cloudy,Consider changing the menu or improving food quality.
2024-06-04,Dinner,225,210,46.39,31.9,289,14.49,No Event,3,Moderate Waste,2.87,2.01,Rainy,Consider offering warm food options.
2024-03-29,Dinner,199,210,46.78,38.32,287,8.46,Sports Day,4,Moderate Waste,3.37,3.33,Rainy,Increase portions slightly for high energy consumption.
2024-01-15,Lunch,162,163,41.95,27.84,227,14.11,Staff Meeting,5,Moderate Waste,2.75,0.89,Cloudy,Portion sizes seem optimal; continue as is.
2024-02-01,Lunch,190,171,38.12,32.21,238,5.91,Holiday,1,Moderate Waste,3.49,0.28,Rainy,Consider changing the menu or improving food quality.
2024-01-16,Breakfast,143,148,34.83,26.69,237,8.14,Sports Day,4,High Waste,1.86,1.46,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-02-17,Dinner,180,173,46.0,26.5,328,19.5,Holiday,1,Moderate Waste,3.19,2.28,Cloudy,Consider changing the menu or improving food quality.
2024-03-22,Dinner,237,217,32.24,29.88,236,2.36,Staff Meeting,4,Minimal Waste,4.12,3.04,Windy,Portion sizes seem optimal; continue as is.
2024-05-06,Dinner,245,248,42.67,33.92,302,8.75,Staff Meeting,2,High Waste,2.1,1.37,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-06-12,Breakfast,137,125,35.4,29.13,216,6.27,Sports Day,2,Moderate Waste,0.35,0.2,Rainy,Consider changing the menu or improving food quality.
2024-05-21,Lunch,196,201,43.74,32.57,261,11.17,Holiday,4,Minimal Waste,1.53,0.2,Sunny,Portion sizes seem optimal; continue as is.
2024-02-28,Dinner,245,259,48.18,34.92,349,13.26,Holiday,1,Moderate Waste,2.93,0.97,Cloudy,Consider changing the menu or improving food quality.
2024-03-28,Dinner,198,180,37.87,34.64,252,3.23,No Event,5,High Waste,2.15,2.11,Sunny,Reduce portion size by 10-20% for the next meal.
2024-02-20,Breakfast,127,108,36.1,35.26,182,0.84,No Event,3,Moderate Waste,0.73,0.54,Cloudy,Portion sizes seem optimal; continue as is.
2024-06-02,Lunch,172,161,30.72,28.84,280,1.88,No Event,1,High Waste,1.53,0.19,Rainy,Reduce portion size by 10-20% for the next meal.
2024-10-21,Lunch,174,159,48.19,43.18,227,5.01,No Event,1,Moderate Waste,1.71,0.5,Cloudy,Consider changing the menu or improving food quality.
2024-06-28,Breakfast,113,102,40.46,38.54,215,1.92,No Event,1,High Waste,1.51,0.56,Windy,Reduce portion size by 10-20% for the next meal.
2024-09-19,Lunch,185,182,32.02,29.29,224,2.73,Staff Meeting,2,High Waste,2.07,0.87,Sunny,Reduce portion size by 10-20% for the next meal.
2024-07-04,Lunch,175,186,30.94,25.13,235,5.81,Staff Meeting,4,High Waste,0.37,0.28,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-05-07,Dinner,247,235,30.33,30.18,337,0.15,No Event,5,High Waste,1.41,0.15,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-01-29,Breakfast,107,97,36.5,26.52,232,9.98,Holiday,3,High Waste,4.5,1.95,Sunny,Reduce portion size by 10-20% for the next meal.
2024-04-19,Dinner,249,262,38.56,34.25,348,4.31,Staff Meeting,5,Moderate Waste,4.95,0.5,Rainy,Consider offering warm food options.
2024-06-19,Breakfast,109,111,30.9,26.88,212,4.02,Staff Meeting,3,High Waste,2.78,2.69,Rainy,Reduce portion size by 10-20% for the next meal.
2024-04-05,Lunch,194,193,47.62,32.12,250,15.5,Staff Meeting,1,Moderate Waste,1.52,0.84,Windy,Consider changing the menu or improving food quality.
2024-09-20,Dinner,191,182,37.58,30.86,298,6.72,Sports Day,1,Minimal Waste,0.14,0.13,Sunny,Consider changing the menu or improving food quality.
2024-05-13,Breakfast,100,80,44.05,26.03,203,18.02,Sports Day,5,Moderate Waste,3.38,3.07,Windy,Increase portions slightly for high energy consumption.
2024-04-19,Breakfast,143,144,46.6,38.83,215,7.77,Sports Day,3,Moderate Waste,3.47,1.71,Rainy,Increase portions slightly for high energy consumption.
2024-01-16,Breakfast,104,92,40.07,31.17,232,8.9,Holiday,5,Moderate Waste,2.41,1.1,Cloudy,Portion sizes seem optimal; continue as is.
2024-10-18,Lunch,197,197,42.46,25.76,233,16.7,No Event,3,Minimal Waste,1.57,0.21,Cloudy,Portion sizes seem optimal; continue as is.
2024-04-12,Lunch,165,157,36.35,32.5,260,3.85,Staff Meeting,1,Minimal Waste,4.62,2.49,Cloudy,Consider changing the menu or improving food quality.
2024-05-14,Breakfast,134,128,31.46,27.11,183,4.35,Holiday,5,High Waste,1.98,1.58,Sunny,Reduce portion size by 10-20% for the next meal.
2024-03-01,Lunch,186,206,43.06,31.54,270,11.52,Sports Day,1,High Waste,4.58,3.22,Rainy,Reduce portion size by 10-20% for the next meal.
2024-06-15,Lunch,171,174,42.87,33.63,283,9.24,Staff Meeting,1,Minimal Waste,3.25,0.9,Sunny,Consider changing the menu or improving food quality.
2024-05-06,Dinner,186,199,37.98,37.31,260,0.67,No Event,1,High Waste,0.98,0.79,Sunny,Reduce portion size by 10-20% for the next meal.
2024-07-05,Breakfast,108,112,33.83,31.72,192,2.11,Sports Day,5,Moderate Waste,1.32,1.08,Windy,Increase portions slightly for high energy consumption.
2024-05-28,Dinner,194,202,32.94,25.15,323,7.79,Sports Day,3,Minimal Waste,4.66,1.64,Cloudy,Increase portions slightly for high energy consumption.
2024-06-13,Dinner,201,215,34.26,33.9,241,0.36,Staff Meeting,5,High Waste,3.0,1.42,Sunny,Reduce portion size by 10-20% for the next meal.
2024-07-24,Breakfast,110,127,36.52,26.28,244,10.24,Sports Day,4,High Waste,0.47,0.23,Windy,Reduce portion size by 10-20% for the next meal.
2024-03-23,Breakfast,113,113,38.03,32.58,216,5.45,No Event,4,Moderate Waste,3.67,2.42,Sunny,Portion sizes seem optimal; continue as is.
2024-04-20,Breakfast,126,127,44.24,27.95,200,16.29,No Event,1,Moderate Waste,0.69,0.28,Sunny,Consider changing the menu or improving food quality.
2024-10-17,Dinner,224,236,34.48,31.87,200,2.61,Sports Day,2,Minimal Waste,1.75,1.74,Windy,Consider changing the menu or improving food quality.
2024-10-03,Lunch,155,175,35.53,31.86,285,3.67,Sports Day,1,Moderate Waste,2.05,1.04,Cloudy,Consider changing the menu or improving food quality.
2024-06-21,Dinner,223,220,35.18,31.1,222,4.08,Sports Day,3,Minimal Waste,4.84,4.71,Sunny,Increase portions slightly for high energy consumption.
2024-09-04,Lunch,190,171,45.5,32.8,239,12.7,Staff Meeting,5,High Waste,3.6,0.44,Rainy,Reduce portion size by 10-20% for the next meal.
2024-11-05,Breakfast,119,113,43.37,40.47,226,2.9,Staff Meeting,2,Minimal Waste,4.83,1.39,Cloudy,Consider changing the menu or improving food quality.
2024-06-16,Dinner,216,231,34.41,26.25,263,8.16,No Event,3,Moderate Waste,4.39,2.02,Rainy,Consider offering warm food options.
2024-06-10,Lunch,192,176,30.75,26.17,232,4.58,Staff Meeting,4,High Waste,2.34,0.73,Windy,Reduce portion size by 10-20% for the next meal.
2024-09-10,Breakfast,133,132,40.64,39.65,214,0.99,Staff Meeting,2,Minimal Waste,0.56,0.29,Sunny,Consider changing the menu or improving food quality.
2024-05-08,Breakfast,136,155,49.02,35.24,206,13.78,Sports Day,1,Moderate Waste,4.19,2.14,Windy,Consider changing the menu or improving food quality.
2024-03-06,Dinner,199,208,39.5,35.67,268,3.83,No Event,1,High Waste,2.39,1.83,Windy,Reduce portion size by 10-20% for the next meal.
2024-05-21,Lunch,193,205,44.94,34.94,267,10.0,Sports Day,3,High Waste,4.59,1.61,Rainy,Reduce portion size by 10-20% for the next meal.
2024-03-23,Lunch,177,186,47.92,27.59,300,20.33,No Event,1,Moderate Waste,3.91,0.57,Sunny,Consider changing the menu or improving food quality.
2024-05-22,Breakfast,107,89,49.26,38.86,206,10.4,Holiday,2,Minimal Waste,4.66,2.6,Sunny,Consider changing the menu or improving food quality.
2024-06-11,Dinner,211,197,35.09,31.55,264,3.54,Holiday,5,Minimal Waste,2.03,1.97,Cloudy,Portion sizes seem optimal; continue as is.
2024-03-17,Breakfast,116,108,45.26,36.86,193,8.4,Staff Meeting,5,Moderate Waste,0.28,0.11,Sunny,Portion sizes seem optimal; continue as is.
2024-07-04,Lunch,198,193,49.97,29.83,247,20.14,Sports Day,5,Minimal Waste,1.41,1.08,Cloudy,Increase portions slightly for high energy consumption.
2024-01-16,Dinner,241,255,37.38,35.74,319,1.64,Holiday,2,Minimal Waste,1.75,1.02,Rainy,Consider changing the menu or improving food quality.
2024-05-12,Lunch,193,189,39.04,25.71,227,13.33,No Event,3,Minimal Waste,0.2,0.18,Sunny,Portion sizes seem optimal; continue as is.
2024-03-06,Breakfast,118,124,37.73,25.03,203,12.7,Holiday,5,Moderate Waste,4.92,0.44,Cloudy,Portion sizes seem optimal; continue as is.
2024-02-13,Dinner,228,229,39.33,34.28,321,5.05,Holiday,1,Moderate Waste,0.96,0.55,Windy,Consider changing the menu or improving food quality.
2024-01-28,Dinner,201,219,34.91,33.69,279,1.22,Staff Meeting,3,High Waste,0.98,0.97,Windy,Reduce portion size by 10-20% for the next meal.
2024-01-16,Dinner,212,228,34.74,28.46,284,6.28,No Event,5,Moderate Waste,2.37,0.17,Windy,Portion sizes seem optimal; continue as is.
2024-10-27,Lunch,190,204,47.87,25.05,269,22.82,Staff Meeting,1,Minimal Waste,2.63,1.98,Cloudy,Consider changing the menu or improving food quality.
2024-02-25,Dinner,245,234,48.69,31.56,319,17.13,Holiday,5,Minimal Waste,2.5,1.22,Cloudy,Portion sizes seem optimal; continue as is.
2024-08-03,Lunch,172,187,33.17,29.79,255,3.38,Holiday,2,High Waste,0.99,0.28,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-06-05,Lunch,153,160,41.62,36.01,272,5.61,Sports Day,3,Moderate Waste,4.9,0.52,Cloudy,Increase portions slightly for high energy consumption.
2024-09-26,Breakfast,124,122,37.4,35.8,223,1.6,Holiday,2,Minimal Waste,1.68,1.09,Windy,Consider changing the menu or improving food quality.
2024-07-31,Dinner,208,197,40.15,36.2,342,3.95,Sports Day,5,Minimal Waste,1.32,0.26,Rainy,Increase portions slightly for high energy consumption.
2024-07-11,Lunch,173,155,38.44,36.82,266,1.62,No Event,2,Minimal Waste,3.97,1.03,Rainy,Consider changing the menu or improving food quality.
2024-11-06,Breakfast,135,117,49.61,33.21,184,16.4,Holiday,4,Minimal Waste,1.15,0.46,Windy,Portion sizes seem optimal; continue as is.
2024-01-27,Lunch,156,148,41.76,31.07,287,10.69,No Event,3,Moderate Waste,1.02,0.65,Cloudy,Portion sizes seem optimal; continue as is.
2024-01-17,Breakfast,105,105,46.01,25.01,215,21.0,Holiday,2,Moderate Waste,4.33,1.28,Rainy,Consider changing the menu or improving food quality.
2024-05-25,Dinner,243,226,37.17,35.15,253,2.02,Sports Day,2,Minimal Waste,2.88,2.0,Windy,Consider changing the menu or improving food quality.
2024-03-13,Breakfast,139,157,33.23,31.92,212,1.31,Sports Day,3,Minimal Waste,2.97,1.51,Windy,Increase portions slightly for high energy consumption.
2024-11-07,Lunch,160,167,45.93,34.79,293,11.14,Staff Meeting,5,Minimal Waste,4.36,4.09,Sunny,Portion sizes seem optimal; continue as is.
2024-01-09,Breakfast,130,124,35.73,33.82,220,1.91,Staff Meeting,1,Minimal Waste,2.72,1.43,Windy,Consider changing the menu or improving food quality.
2024-06-25,Dinner,180,183,44.54,38.35,285,6.19,Sports Day,5,High Waste,4.52,1.53,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-04-19,Lunch,197,195,38.71,33.22,292,5.49,No Event,2,High Waste,1.97,1.43,Windy,Reduce portion size by 10-20% for the next meal.
2024-01-27,Breakfast,134,142,39.12,26.19,241,12.93,Sports Day,1,Moderate Waste,1.79,0.38,Cloudy,Consider changing the menu or improving food quality.
2024-04-30,Lunch,164,159,48.75,36.62,269,12.13,Sports Day,4,High Waste,4.85,3.92,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-06-05,Breakfast,127,123,37.49,36.37,224,1.12,Staff Meeting,2,Minimal Waste,1.14,0.68,Rainy,Consider changing the menu or improving food quality.
2024-06-23,Lunch,199,210,46.44,45.43,256,1.01,No Event,4,Moderate Waste,1.46,1.28,Rainy,Consider offering warm food options.
2024-03-10,Lunch,190,171,43.24,37.48,231,5.76,No Event,2,Moderate Waste,4.56,3.44,Sunny,Consider changing the menu or improving food quality.
2024-01-05,Lunch,185,167,41.25,32.75,220,8.5,Sports Day,2,High Waste,3.78,2.83,Rainy,Reduce portion size by 10-20% for the next meal.
2024-02-07,Lunch,194,196,44.32,28.85,289,15.47,Holiday,5,Minimal Waste,3.7,2.99,Cloudy,Portion sizes seem optimal; continue as is.
2024-10-23,Dinner,184,172,38.95,32.42,295,6.53,No Event,5,Moderate Waste,4.56,2.68,Sunny,Portion sizes seem optimal; continue as is.
2024-09-12,Breakfast,119,101,37.76,35.91,225,1.85,Staff Meeting,1,Minimal Waste,3.14,2.99,Windy,Consider changing the menu or improving food quality.
2024-08-12,Lunch,156,156,43.43,28.96,257,14.47,Staff Meeting,3,High Waste,0.17,0.11,Rainy,Reduce portion size by 10-20% for the next meal.
2024-01-15,Lunch,180,192,40.23,33.15,226,7.08,Holiday,2,Minimal Waste,2.32,0.4,Windy,Consider changing the menu or improving food quality.
2024-06-30,Breakfast,150,159,33.9,25.73,206,8.17,Sports Day,3,Minimal Waste,2.06,1.21,Rainy,Increase portions slightly for high energy consumption.
2024-03-15,Breakfast,114,94,40.93,37.06,194,3.87,Sports Day,5,High Waste,0.96,0.75,Rainy,Reduce portion size by 10-20% for the next meal.
2024-08-29,Lunch,155,141,43.4,26.27,246,17.13,Sports Day,5,Minimal Waste,0.43,0.29,Rainy,Increase portions slightly for high energy consumption.
2024-04-19,Dinner,215,216,30.28,30.26,312,0.02,Sports Day,5,High Waste,4.41,1.65,Sunny,Reduce portion size by 10-20% for the next meal.
2024-08-20,Dinner,222,219,47.46,38.13,294,9.33,No Event,3,Moderate Waste,1.11,0.76,Rainy,Consider offering warm food options.
2024-09-24,Lunch,180,175,43.24,41.87,247,1.37,No Event,4,Moderate Waste,1.31,1.14,Sunny,Portion sizes seem optimal; continue as is.
2024-07-19,Dinner,205,197,36.37,26.51,227,9.86,Holiday,1,High Waste,0.84,0.45,Sunny,Reduce portion size by 10-20% for the next meal.
2024-05-21,Breakfast,101,86,32.11,28.22,202,3.89,Staff Meeting,1,Moderate Waste,2.97,1.13,Sunny,Consider changing the menu or improving food quality.
2024-06-25,Breakfast,125,126,44.72,32.88,243,11.84,Holiday,2,Minimal Waste,3.13,1.81,Sunny,Consider changing the menu or improving food quality.
2024-04-12,Dinner,248,260,42.79,27.14,338,15.65,Staff Meeting,4,Moderate Waste,4.18,0.37,Rainy,Consider offering warm food options.
2024-01-26,Dinner,230,213,48.67,45.71,284,2.96,Holiday,2,High Waste,0.86,0.39,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-08-25,Dinner,223,222,32.49,27.76,341,4.73,No Event,4,High Waste,3.44,0.71,Windy,Reduce portion size by 10-20% for the next meal.
2024-09-26,Lunch,171,190,49.72,48.91,299,0.81,Holiday,3,Moderate Waste,1.74,0.15,Cloudy,Portion sizes seem optimal; continue as is.
2024-06-27,Breakfast,148,160,35.88,26.3,248,9.58,Sports Day,1,High Waste,4.92,2.57,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-10-20,Lunch,195,191,42.91,31.18,286,11.73,Holiday,3,Moderate Waste,1.2,1.09,Windy,Portion sizes seem optimal; continue as is.
